ID,SMILES
28963843,CC(C)CC(=O)N1CCC[C@@H](C1)N
63760738,C1=CC=C(C(=C1)CN)NC2=NC=CS2
53827365,CC(=O)N1C=CC=C1C#C
64194774,CC1=C(C=CO1)C(=O)C2=CC=C(C=C2)N
64217598,CCC(C1=CC2=C(C=C1)OCC(CO2)C)Cl
58733436,CC1CCCN1S(=O)(=O)C(C)(C)C
142737,C1CC2C=CC=CC1S2
21894728,CC1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)F
22491683,CC1=C(C2=CC=CC=C2S1)CCNC(=O)[O-]
22320006,C1C2CC3CC1CC(C2)OC3=S
65183804,CCCC1=CN=C(O1)CNC(C)C
17827932,CCSSCCCC(=O)O
23000714,C1CCN(C(C1)C(=N)N)O
20562977,C1=CC(=O)C=CC1=NN[N+](=O)[O-]
43415673,CCCCCC(=O)N1CCCC(C1)O
62818445,CC(C)(C(=O)O)N(C)C(=O)C1CCC1
64271040,CNC1CCCN(C1)CCCCN2C=CN=C2
63949562,CC(C)NCC1=CC(=CC=C1)C2=CC=CO2
415669,C1CCC(C1)(C(=O)N2CCCC2C(=O)O)N
19736969,CC(=O)C(CCCCCCl)C(=O)O
51345839,C1CCC2=C(C1)N=C3N2C=CN=C3
64859841,CCC1(CN(C(CN1)C)CCOC)CC
65238467,CC1=C(SC(=C1)C2=NC(=NO2)C(C)CN)C
28411249,CC1=CC=CC=C1NC2=CC=C(C=C2)C#N
64252561,CCC1CCCCC1(C2=C(C=C(C=C2)F)F)N
18784115,CC(C)(C)C1=CSC2=C1C=CC=C2C(=O)O
20726508,CC1(CC(=O)C(=C1O)N)C
43654687,COC1=CC=CC(=C1)C2=NC=CC(=N2)Cl
57163035,CC(C)N1C=CN=C1C2=CC=C(C=C2)Cl
60079362,CC1C(=C)OC2=C(C1=O)C=C(C=C2)C
22714300,C#CC1(CC1)O
13263249,C1=NC(=O)N[N+](=C1)[O-]
54310167,CCCC(C)(OC(=O)CC#N)OC(=O)CC#N
